No.           x1                  x2                   x3               Label       
1     |       2.067345164    |   2.50901315   |   2.219507479  |   2
2     |       1.868863749    |   1.469632837   |   2.734258167  |   0
3     |       3.291033307    |   2.391379862   |   3.330829987  |   0
4     |       1.806889438    |   1.223556992   |   1.515428214  |   1
5     |       3.375024438    |   1.660650004   |   2.628990989  |   0
6     |       0.955479519    |   2.080066049   |   1.858634946  |   0
7     |       2.705724469    |   3.087108099   |   2.806427525  |   0
8     |       -0.926318163    |   0.562016319   |   1.400770624  |   0
9     |       1.600653256    |   1.241731705   |   1.564802596  |   0
10     |       2.698274567    |   2.110521958   |   2.331000298  |   0
11     |       -2.24645826    |   2.550420596   |   2.129056627  |   1
12     |       -0.523638988    |   0.640538172   |   2.050121172  |   1
13     |       -1.360270759    |   0.949612039   |   1.636638489  |   1
14     |       -0.444208881    |   0.951467511   |   2.950982205  |   1
15     |       -1.65761181    |   1.540411894   |   1.875963383  |   1
16     |       2.746709361    |   -1.982018624   |   -1.25797398  |   2
17     |       -1.975928475    |   1.509507719   |   1.610377304  |   1
18     |       -2.4826244    |   3.146963021   |   1.717581211  |   1
19     |       -1.639922769    |   3.529366453   |   3.859617991  |   1
20     |       -1.453451288    |   0.957199271   |   0.901966486  |   0
21     |       0.260257315    |   1.40287932   |   -2.260416267  |   2
22     |       2.222263608    |   -2.526582165   |   -1.961825984  |   2
23     |       1.841392357    |   -2.825154713   |   -1.436274987  |   2
24     |       2.365692188    |   1.464163128   |   1.49726079  |   1
25     |       1.315004283    |   1.191012511   |   1.340269696  |   0
26     |       1.603501755    |   -2.779129492   |   -1.535778699  |   2
27     |       1.973160654    |   -0.238890147   |   -2.442980427  |   2
28     |       2.216305351    |   -1.0982807   |   -1.730587956  |   2
29     |       1.981302845    |   -0.595038899   |   -1.11568158  |   2
30     |       1.150705759    |   3.35563055   |   0.948366909  |   2
